address,place_name,relevance,longitude,lattitude
"6th Phase JP Nagar,Bangalore,Karnataka,India","15th Cross 6th Phase Jp Nagar, KR Layout, 560078, JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.931429,77.58220365,12.90612105
"Ulsoor,Bangalore,Karnataka,India","Ulsoor, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.622481,12.978551
"Thigalarapalya,Bangalore,Karnataka,India","Thigalarapalya, Hoodi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.725551,12.992985
"Somasundara Palya,Bangalore,Karnataka,India","Palya, Devanahalli, Bengaluru Rural, Karnataka, India",0.7,77.79048,13.231166
"T.C PALYA,Bangalore,Karnataka,India","Tc Palaya Road, 560016, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",0.990208,77.6930892,13.0098552
"Muneshwara Nagar,Bangalore,Karnataka,India","Muneshwara Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.643776,12.895982
"Basaveshwara Nagar,Bangalore,Karnataka,India","Basaveshwar Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.539132,12.993757
"Bull Temple Road,Bangalore,Karnataka,India","Bull Temple Road, 560018, Shankarapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.5678415,12.9535544
"Bommasandra,Bangalore,Karnataka,India","Narayana Institute Of Cardiac Sciences, 258/A, Bommasandra Industrial Area, Hosur Road, Anekal Taluk, Anekal, Karnataka 560099, India",0.99,77.69547,12.809607
"Prashanth Nagar,Bangalore,Karnataka,India","Prashanth Nagar, T. Dasarahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.519932,13.046033
"Suragajakkanahalli,Bangalore,Karnataka,India","Suragajakkanahalli, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.66645,12.731516
"Ardendale,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Harlur,Bangalore,Karnataka,India","Harlur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.66185,12.897447
"Sampigehalli,Bangalore,Karnataka,India","Sampigehalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.618267,13.081635
"RMV,Bangalore,Karnataka,India","RMV, Sanjaynagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.577813,13.040641
"Banashankari3rd stage bigbazar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Bagalur Main Road,Bangalore,Karnataka,India","Bagalur, Bengaluru, Bengaluru Urban, Karnataka, India",0.750741,77.668709,13.133187
"Kodihalli,Bangalore,Karnataka,India","Kodihalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.646377,12.962448
"Narayanapura,Bangalore,Karnataka,India","Narayanapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.647345,13.065686
"Binny Mills Employees Colony,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.607143,77.5913,12.97912
"Bannerghatta Road,Bangalore,Karnataka,India","Bannerghatta Road, Dollars Colony, 560076, J P Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.6011747,12.9035841
"Hennur,Bangalore,Karnataka,India","Hennur Road, Telecom Layout, 560043, HBR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.96,77.6312977,13.0359535
"5th Phase JP Nagar,Bangalore,Karnataka,India","5th Phase, JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.589649,12.900704
"Kodigehaali,Bangalore,Karnataka,India","Kodigehalli, Kadugodi, Bengaluru, Bengaluru Urban, Karnataka, India",0.998636,77.727283,13.003167
"Gopalapura,Bangalore,Karnataka,India","Gopalapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.427717,13.141469
"Billekahalli,Bangalore,Karnataka,India","Bilekahalli, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.606833,12.899363
"Jalahalli,Bangalore,Karnataka,India","Jalahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.54838,13.046453
"Mahadevpura,Bangalore,Karnataka,India","Mahadevpura, Mahadevapura, Bengaluru, Karnataka 560048, India",1.0,77.687106,12.991452
"Anekal,Bangalore,Karnataka,India","Anekal, Karnataka, India",0.99,77.699397,12.708637
"Hoodi Circle, ,Bangalore,Karnataka,India","Hoodi, Bengaluru, Bengaluru Urban, Karnataka, India",0.81,77.716201,12.991903
"Sompura,Bangalore,Karnataka,India","Sompura, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.774192,12.867956
"Ashirvad Colony,Bangalore,Karnataka,India","Ashirvad Colony, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.65912,13.026016
"Dodda Nekkundi,Bangalore,Karnataka,India","Dodda Nekkundi Extension, Kartik Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.704073,12.970606
"K N Extension,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Hosur Road,Bangalore,Karnataka,India","Regus - Bangalore, Hosur Road, 1st & 2nd Floor, IBIS Hotel, Bommanahalli, Bengaluru, Karnataka 560068, India",1.0,77.6321,12.9007
"Battarahalli,Bangalore,Karnataka,India","Battarahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.704524,13.023805
"Gokula Extension,Bangalore,Karnataka,India","Gokula Extension, Mathikere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.558302,13.042362
"Kamakshipalya,Bangalore,Karnataka,India","Kamaksipalya, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.527359,12.986182
"Sultan Palaya,Bangalore,Karnataka,India","Sultan Road, 560002, Kalasipalayam, Bengaluru, Bengaluru Urban, Karnataka, India",0.77,77.57674895,12.9640752
"Sanne Amanikere,Bangalore,Karnataka,India","Sanne Amanikere, Devanahalli, Bengaluru Rural, Karnataka, India",0.886111,77.695985,13.232484
"Amco Colony,Bangalore,Karnataka,India","AMCO Colony, Koti Hosahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.578489,13.055693
"Ambalipura,Bangalore,Karnataka,India","Ambalipura, Harlur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.669317,12.910851
"Hoodi,Bangalore,Karnataka,India","Hoodi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.716201,12.991903
"Samethanahalli,Bangalore,Karnataka,India","Samethanahalli, Hosakote, Bengaluru Rural, Karnataka, India",0.875,77.792816,12.977741
"Brookefield,Bangalore,Karnataka,India","Brookefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.717936,12.965209
"Yelenahalli,Bangalore,Karnataka,India","Yelenahalli, Akshayanagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.613653,12.858681
"Richmond Town,Bangalore,Karnataka,India","Richmond Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.60416,12.962693
"Suddaguntepalya,Bangalore,Karnataka,India","Suddaguntapalya, C V Raman Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.656622,12.983202
"Udayapur Village,Bangalore,Karnataka,India","Village, Bangalore Central, JP Nagar, Bengaluru, Karnataka 560041, India",0.81,77.59196,12.91668
"Vittasandra,Bangalore,Karnataka,India","Vittasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.638348,12.85339
"Thippasandra,Bangalore,Karnataka,India","Tippasandra, Nelluru Puram, 560075, Kaggadasapura, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.6634104,12.9677841
"Chikkabidarakallu,Bangalore,Karnataka,India","Chikkabidarakallu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.487488,13.049157
"1 Giri Nagar,Bangalore,Karnataka,India","Giri Nagar, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",0.824815,77.546423,12.942237
"Hoysalanagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Defence Colony,Bangalore,Karnataka,India","Defence Colony, Indiranagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.643531,12.976171
"2nd Stage Nagarbhavi,Bangalore,Karnataka,India","Nagarbhavi, Bengaluru, Bengaluru Urban, Karnataka, India",0.750741,77.513078,12.966418
"Vidyaranyapura,Bangalore,Karnataka,India","Vidyaranyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.557731,13.076641
"Amruthahalli,Bangalore,Karnataka,India","Amrutahalli, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.600765,13.066232
"ITI Employees Layout,Bangalore,Karnataka,India","ITI Employees Layout, Annapurneshwari Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.495563,12.967056
"Kodigehalli,Bangalore,Karnataka,India","Kodigehalli, Kadugodi, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.727283,13.003167
"Patelappa Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Ring Road Nagarbhavi,Bangalore,Karnataka,India","Nagarbhavi, Bengaluru, Bengaluru Urban, Karnataka, India",0.750741,77.513078,12.966418
"NS Palya,Bangalore,Karnataka,India","NS Palya, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.606822,12.90812
"Subramanyapura,Bangalore,Karnataka,India","Subramanyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.549378,12.894719
"Basavangudi,Bangalore,Karnataka,India","Basavanagudi, Bengaluru, Bengaluru Urban, Karnataka, India",0.998636,77.575502,12.941726
"Kenchenahalli,Bangalore,Karnataka,India","Kenchenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.582474,13.116292
"3rd Block Hrbr Layout,Bangalore,Karnataka,India","HRBR Layout, Kalyan Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.771905,77.634008,13.025186
"Bank Avenue,Bangalore,Karnataka,India","Bank Avenue, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.652862,13.023215
"Surabhi Layout,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Banjara Layout,Bangalore,Karnataka,India","Banjara Layout Main Road, Horamavu Agara, 560043, Horamavu, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.6648626,13.0336492
"Omkar Nagar,Bangalore,Karnataka,India","Omkar Nagar, Arekere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.592974,12.881216
"Kereguddadahalli,Bangalore,Karnataka,India","Kereguddadahalli, Chikkabanavara, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.516218,13.079413
"Maragondanahalli,Bangalore,Karnataka,India","Maragondanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.424661,12.931719
"Silk Board,Bangalore,Karnataka,India","Silk Board Flyover, Central Silk Board Colony, 560068, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.6224757,12.91762
"Kada Agrahara,Bangalore,Karnataka,India","Kada Agrahara, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.691613,13.080638
"Kambipura,Bangalore,Karnataka,India","Kambipura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.461552,12.87262
"BHEL Layout,Bangalore,Karnataka,India","BHEL Layout, RR Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.509218,12.922384
"Medahalli,Bangalore,Karnataka,India","Medahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.720608,13.027845
"Banashankari Stage III,Bangalore,Karnataka,India","Banashankari Stage Ii, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.566538,12.922889
"Kashi Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Sector 7 HSR Layout,Bangalore,Karnataka,India","Sector 7 Cafe, Bengaluru, Karnataka 560102, India",0.962381,77.633658,12.912302
"Yemlur, Old Airport Road, ,Bangalore,Karnataka,India","Hal Old Airport Road, 560017, Kodihalli, Bengaluru, Bengaluru Urban, Karnataka, India",0.835397,77.6481870368191,12.9590475
"VHBCS Layout,Bangalore,Karnataka,India","BHBCS Layout, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",0.996806,77.601553,12.916052
"Ittamadu,Bangalore,Karnataka,India","Ittamadu, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.544457,12.925005
"Rajiv Nagar,Bangalore,Karnataka,India","Rajiv Nagar, Mysuru, Mysuru, Karnataka, India",0.772222,76.68206,12.332244
"Gattahalli,Bangalore,Karnataka,India","Gattahalli, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.702263,12.865805
"Arekere,Bangalore,Karnataka,India","Arekere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.596049,12.887209
"Ramanjaneyanagar,Bangalore,Karnataka,India","Ramanjaneyanagar, Chikkalasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.540821,12.909761
"Mico Layout,Bangalore,Karnataka,India","Mico Layout, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.602836,12.912829
"7th Block Jayanagar,Bangalore,Karnataka,India","Jayanagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.750741,77.582423,12.929273
"2nd Phase JP Nagar,Bangalore,Karnataka,India","2nd Phase, JP Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.588039,12.911667
"Kammanahalli,Bangalore,Karnataka,India","Kammanahalli, Kacharakanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.637379,13.015755
"K G Colony,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.638889,77.5913,12.97912
"Banashankari,Bangalore,Karnataka,India","Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.550589,12.94175
"Herohalli,Bangalore,Karnataka,India","Herohalli, Sunkadakatte, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.489788,12.990029
"Chikkabanavar,Bangalore,Karnataka,India","Chikkabanavara, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.501893,13.080377
"HRBR Layout,Bangalore,Karnataka,India","HRBR Layout, Kalyan Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.634008,13.025186
"Ashwini layout,Bangalore,Karnataka,India","Ashwini Layout, Ejipura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.627682,12.940952
"Marathalli bridge,Bangalore,Karnataka,India","Domlur Flyover, Old Airport Road, Bengaluru, Karnataka 560008, India",0.81,77.64236,12.958915
"Dooravani Nagar,Bangalore,Karnataka,India","Dooravani Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.670487,13.00741
"JCR Layout,Bangalore,Karnataka,India","Jcr Layout, 560103, Panathur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.7044673,12.9335354
"Nehru Nagar,Bangalore,Karnataka,India","Nehru Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.603323,13.093617
"Kanakapura,Bangalore,Karnataka,India","Kanakapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.577635,12.94651
"Papareddipalya,Bangalore,Karnataka,India","Papareddipalya, Annapurneshwari Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.504685,12.969443
"Venkatapura,Bangalore,Karnataka,India","Venkatapura, Koramangala, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.623089,12.918517
"Sneha Colony,Bangalore,Karnataka,India","Sneha Colony, Chikkalasandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.548466,12.915626
"Konanakunte,Bangalore,Karnataka,India","Konanakunte, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.569753,12.879286
"Hosapalya,Bangalore,Karnataka,India","Hosapalaya, Muneshwara Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.996111,77.647912,12.896258
"Doddagubbi,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Sector 6 HSR Layout,Bangalore,Karnataka,India","Sector 6, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.629926,12.913776
"Margondanahalli,Bangalore,Karnataka,India","Maragondanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.424661,12.931719
"ITI Layout,Bangalore,Karnataka,India","ITI Layout, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.645589,12.90346
"R.T. Nagar,Bangalore,Karnataka,India","RT Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.597758,13.020228
"Tumkur Road,Bangalore,Karnataka,India","Tumkur Road, Vidya Nagar, 560022, Peenya, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.5127684,13.0365667
"Vasanthapura,Bangalore,Karnataka,India","Vasanthapura, Subramanyapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.546788,12.888874
"Hosahalli,Bangalore,Karnataka,India","Hosahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.641836,13.14062
"GM Palaya,Bangalore,Karnataka,India","GM Palya, C V Raman Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.992407,77.665408,12.974779
"near Ramanashree California resort,Bangalore,Karnataka,India","Ramanashree California Resort, Anantapura Rd, Yelahanka, Bengaluru, Karnataka 560064, India",0.835397,77.577633,13.114738
"6th block banashankari 3rd stage, 100 feet ORR,Bangalore,Karnataka,India","Banashankari 3rd Stage, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",0.696869,77.552044,12.922384
"Jalahalli East,Bangalore,Karnataka,India","Jalahalli East, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.556105,13.064897
"Poornapragna Housing Society Layout,Bangalore,Karnataka,India","Poornapragna Housing Society Layout, Kodipur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.53862,12.903865
"Hosakerehalli,Bangalore,Karnataka,India","Hosakerehalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.53644,12.921191
"Huskur,Bangalore,Karnataka,India","Huskur, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.707102,12.860767
"Indira Nagar,Bangalore,Karnataka,India","Indira Nagar, Hegganahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.520781,12.994712
"Shanthala Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Teachers Colony,Bangalore,Karnataka,India","Teacher's Colony, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.636768,12.91691
"Bettahalsoor,Bangalore,Karnataka,India","Bettahalasur, Bengaluru, Bengaluru Urban, Karnataka, India",0.99,77.601688,13.158304
"Srinivasa Nagar,Bangalore,Karnataka,India","Srinivasa Nagar, Banashankari, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.555956,12.933727
"Sulthangunta,Bangalore,Karnataka,India","Sulthangunta, Shivaji Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.6075,12.993406
"Byrathi Village,Bangalore,Karnataka,India","Village, Bangalore Central, JP Nagar, Bengaluru, Karnataka 560041, India",0.81,77.59196,12.91668
"Kodichikkanahalli,Bangalore,Karnataka,India","Kodichikknahalli, Bommanahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.616177,12.895561
"Ambedkar Colony,Bangalore,Karnataka,India","Ambedkar Colony, Yelahanka, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.58807,13.090724
"Varthur Road,Bangalore,Karnataka,India","Varthur Road, Siddapura, 560066, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.7221966,12.9556973
"Anjappa Layout,Bangalore,Karnataka,India","Anjappa Layout, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.683476,12.990834
"Avalahalli,Bangalore,Karnataka,India","Avalahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.5718,13.135637
"Prakruthi Nagar,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Sadaramangala,Bangalore,Karnataka,India","Sadaramangala, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.737509,12.998903
"Anjanapura,Bangalore,Karnataka,India","Anjanapur, Bengaluru, Bengaluru Urban, Karnataka, India",0.9975,77.547656,12.851216
"Abbigere,Bangalore,Karnataka,India","Abbigere, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.528865,13.074274
"Tindlu,Bangalore,Karnataka,India","Tindlu, Virupakshapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.566977,13.073717
"B Narayanapura,Bangalore,Karnataka,India","B Narayanapura, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.675359,12.99308
"Green Garden Layout,Bangalore,Karnataka,India","Green Garden Layout Road, Aishwarya Crystal Layout, 560068, Begur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.64503675,12.8725271
"Gubbalala,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Dairy Circle,Bangalore,Karnataka,India","Dairy Circle Flyover, Laljinagar, 560029, Wilson Garden, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.6009419,12.9372574
"Parappana Agrahara,Bangalore,Karnataka,India","Parappana Agrahara, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.665297,12.880958
"Jeevan bima nagar,Bangalore,Karnataka,India","Jeevan Bhima Nagar Main Road, Hal, 560075, New Tippasandra, Bengaluru, Bengaluru Urban, Karnataka, India",0.929281,77.648903536559,12.9688503
"Narayana Nagar 1st Block,Bangalore,Karnataka,India","Narayana Nagar 1st Block, Konanakunte, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.554957,12.87388
"KSRTC Layout,Bangalore,Karnataka,India","KSRTC Layout, Uttarahalli Hobli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.548423,12.910432
"P&T Colony,Bangalore,Karnataka,India","P&T Colony, RT Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.593321,13.022139
"Cunningham Road,Bangalore,Karnataka,India","Cunningham Road, 560052, Vasanth Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.595784040087,12.98520135
"New Gurappana Palya,Bangalore,Karnataka,India","New Gurappana Palya, BTM Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.602636,12.920414
"Chelekare,Bangalore,Karnataka,India","Chelekare, Kalyan Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.640807,13.026206
"Palanahalli,Bangalore,Karnataka,India","Palanahalli, Magadi, Ramanagara, Karnataka, India",0.87,77.235885,13.111431
"Vadarpalya,Bangalore,Karnataka,India","Vadarpalya, Hennur Gardens, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.641976,13.038191
"Kudlu,Bangalore,Karnataka,India","Kudlu, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.331603,12.971805
"Shivanagar,Bangalore,Karnataka,India","Shivanagar, Basaweshwara Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.547984,12.990613
"V.V Puram,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.683333,77.5913,12.97912
"Sector 3 HSR Layout,Bangalore,Karnataka,India","Sector 3, HSR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.642503,12.909103
"Banashankari Stage VI,Bangalore,Karnataka,India","Banashankari Stage Ii, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.566538,12.922889
"HMT Layout,Bangalore,Karnataka,India","HMT Layout, RT Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.592125,13.027652
"Basavanagara,Bangalore,Karnataka,India","Basavanagar, Bengaluru, Bengaluru Urban, Karnataka, India",0.999583,77.680453,12.968192
"Cox Town,Bangalore,Karnataka,India","Cox Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.620868,12.995483
"Kalasipalya,Bangalore,Karnataka,India","Bengaluru, Karnataka, India",0.75,77.5913,12.97912
"Kathriguppe,Bangalore,Karnataka,India","Kathriguppe, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.765176,12.914559
"HBR Layout,Bangalore,Karnataka,India","HBR Layout, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.63236,13.03587
"4 Bedroom Farm House in Bagalur,Bangalore,Karnataka,India","Bagalur, Bengaluru, Bengaluru Urban, Karnataka, India",0.651975,77.668709,13.133187
"Yelahanka New Town,Bangalore,Karnataka,India","Yelahanka New Town, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.57097,13.103342
"Sahakara Nagar,Bangalore,Karnataka,India","Sahakara Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.576062,13.068316
"manyata park,Bangalore,Karnataka,India","Safari Tour, Anekal, Karnataka 560083, India",0.863111,77.576838,12.80011
"Rachenahalli,Bangalore,Karnataka,India","Rachenahalli, Thanisandra, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.609036,13.067722
"Belathur,Bangalore,Karnataka,India","Belatur, Krishnarajapuram, Bengaluru, Bengaluru Urban, Karnataka, India",0.994375,77.751079,13.007864
"Sadashiva Nagar,Bangalore,Karnataka,India","Sadashiva Nagar, Armane Nagar, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.582475,13.008451
"Yelachenahalli,Bangalore,Karnataka,India","Yelachenahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.570575,12.900383
"Shirdi Sai Layout,Bangalore,Karnataka,India","Pai Layout, Mahadevapura, Bengaluru, Bengaluru Urban, Karnataka, India",0.811852,77.666666,12.994261
"Kodbisanhalli,Bangalore,Karnataka,India","Kodbisanhalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.691036,12.948196
"Sathya Sai Layout,Bangalore,Karnataka,India","Sathya Sai Layout, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.752244,12.97362
"Indiranagar HAL 2nd Stage,Bangalore,Karnataka,India","Truefitt & Hill, Shop No. 598/1 Situated In Ground, Bengaluru, Karnataka 560008, India",0.859206,77.644264,12.969022
"Vishwanatha Nagenahalli,Bangalore,Karnataka,India","Vishwanatha Naganahalli, Hebbal, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.60163,13.040311
"Singapura Village,Bangalore,Karnataka,India","Village, Bangalore Central, JP Nagar, Bengaluru, Karnataka 560041, India",0.81,77.59196,12.91668
"Bendiganahalli,Bangalore,Karnataka,India","Bendiganahalli, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.759254,13.068297
"Hosakerehalli Layout,Bangalore,Karnataka,India","Hosakerehalli, Bengaluru, Bengaluru Urban, Karnataka, India",0.81,77.53644,12.921191
"Hennagara,Bangalore,Karnataka,India","Hennagara, Anekal, Bengaluru Urban, Karnataka, India",0.99,77.673334,12.788308
"Ferrar Nagar,Bangalore,Karnataka,India","Ananthapura Main Road, 560064, Central Reserve Police Force Area, Bengaluru, Bengaluru Urban, Karnataka, India",0.946667,77.5729163,13.1146665
"Green Glen Layout,Bangalore,Karnataka,India","Green Glen Layout, Bellandur, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.670188,12.926904
"BAGUR,Bangalore,Karnataka,India","Begur Road, Bommanahalli, 560068, Bengaluru, Bengaluru Urban, Karnataka, India",0.94,77.6242766,12.9054849
"Thubarahalli,Bangalore,Karnataka,India","Thubarahalli, Whitefield, Bengaluru, Bengaluru Urban, Karnataka, India",1.0,77.72794,12.94022
